Span-GenomeRelease	Span-Chromosome	Span-BeginBp	Span-EndBp	Span-Strand	Span-Score	Span-Name	GeneI	AbsDistanceBp	DistanceBp	Overlaps	Gene-GenomeRelease	Gene-Chromosome	Gene-BeginBp	Gene-EndBp	Gene-Strand	Gene-Score	Gene-Name	Span-Pvalue	Span-FDR	Span-ContentTag
mm9	chr4	155452260	155452421		0	chr4-155452260	4	27414	-27414	no	mm9	chr4	155408945	155424926	-	1	NM_029264:Ttll10			
mm9	chr4	155452260	155452421		0	chr4-155452260	5	31766	-31766	no	mm9	chr4	155484106	155501372	+	1	NM_177205:9430015G10Rik			
mm9	chr4	155452260	155452421		0	chr4-155452260	6	31766	-31766	no	mm9	chr4	155484106	155501372	+	1	NM_145557:9430015G10Rik			
mm9	chr4	155467932	155468164		0	chr4-155467932	1	16058	-16058	no	mm9	chr4	155484106	155501372	+	1	NM_177205:9430015G10Rik			
mm9	chr4	155467932	155468164		0	chr4-155467932	2	16058	-16058	no	mm9	chr4	155484106	155501372	+	1	NM_145557:9430015G10Rik			
mm9	chr4	155474687	155474920		0	chr4-155474687	1	9303	-9303	no	mm9	chr4	155484106	155501372	+	1	NM_177205:9430015G10Rik			
mm9	chr4	155474687	155474920		0	chr4-155474687	2	9303	-9303	no	mm9	chr4	155484106	155501372	+	1	NM_145557:9430015G10Rik			
mm9	chr5	4004883	4005105		0	chr5-4004883	1	76809	76809	yes	mm9	chr5	3928185	4080204	+	1	NM_194462:Akap9			
mm9	chr5	4004883	4005105		0	chr5-4004883	2	99703	99703	no	mm9	chr5	4080673	4104697	-	1	NM_020010:Cyp51			
mm9	chr5	4019591	4019818		0	chr5-4019591	1	84993	84993	no	mm9	chr5	4080673	4104697	-	1	NM_020010:Cyp51			
mm9	chr5	4019591	4019818		0	chr5-4019591	2	91519	91519	yes	mm9	chr5	3928185	4080204	+	1	NM_194462:Akap9			
mm9	chr5	4031960	4032151		0	chr5-4031960	1	72642	72642	no	mm9	chr5	4080673	4104697	-	1	NM_020010:Cyp51			
mm9	chr5	4031960	4032151		0	chr5-4031960	2	103870	103870	yes	mm9	chr5	3928185	4080204	+	1	NM_194462:Akap9			
mm9	chr5	4737039	4737245		0	chr5-4737039	1	21074	21074	no	mm9	chr5	4753838	4758216	-	1	NM_021457:Fzd1			
mm9	chr5	7863144	7863294		0	chr5-7863144	1	97252	-97252	no	mm9	chr5	7960471	7982213	+	1	NM_054098:Steap4			
mm9	chr5	8045948	8046111		0	chr5-8045948	1	50	-50	yes	mm9	chr5	8046079	8069245	+	1	NM_025618:Sri			
mm9	chr5	9422033	9422232		0	chr5-9422033	1	46429	46429	no	mm9	chr5	9375703	9375779	+	1	NR_030537:Mir879			
mm9	chr5	9422033	9422232		0	chr5-9422033	2	155940	155940	yes	mm9	chr5	9266192	9480717	+	1	NM_172706:9330182L06Rik			
mm9	chr5	16777549	16777773		0	chr5-16777549														
mm9	chr5	16777951	16778158		0	chr5-16777951														
mm9	chr5	16865263	16865489		0	chr5-16865263														
mm9	chr5	17077556	17077742		0	chr5-17077556	1	2984	-2984	no	mm9	chr5	17080633	17236085	+	1	NM_013657:Sema3c			
mm9	chr5	19470034	19470225		0	chr5-19470034	1	56794	56794	yes	mm9	chr5	19413335	20210609	+	1	NM_015823:Magi2			
mm9	chr5	19470034	19470225		0	chr5-19470034	2	56794	56794	yes	mm9	chr5	19413335	20210610	+	1	NM_001170745:Magi2			
mm9	chr5	19470034	19470225		0	chr5-19470034	3	737266	737266	yes	mm9	chr5	18732863	20210609	+	1	NM_001170746:Magi2			
mm9	chr5	20015593	20015773		0	chr5-20015593	1	602348	602348	yes	mm9	chr5	19413335	20210609	+	1	NM_015823:Magi2			
mm9	chr5	20015593	20015773		0	chr5-20015593	2	602348	602348	yes	mm9	chr5	19413335	20210610	+	1	NM_001170745:Magi2			
mm9	chr5	20015593	20015773		0	chr5-20015593	3	1282820	1282820	yes	mm9	chr5	18732863	20210609	+	1	NM_001170746:Magi2			
mm9	chr5	20018670	20018848		0	chr5-20018670	1	605424	605424	yes	mm9	chr5	19413335	20210609	+	1	NM_015823:Magi2			
mm9	chr5	20018670	20018848		0	chr5-20018670	2	605424	605424	yes	mm9	chr5	19413335	20210610	+	1	NM_001170745:Magi2			
mm9	chr5	20018670	20018848		0	chr5-20018670	3	1285896	1285896	yes	mm9	chr5	18732863	20210609	+	1	NM_001170746:Magi2			
mm9	chr5	21200766	21201013		0	chr5-21200766	1	6274	6274	yes	mm9	chr5	21168720	21207163	-	1	NM_178728:Napepld			
mm9	chr5	22754197	22754400		0	chr5-22754197	1	502288	502288	yes	mm9	chr5	22252010	22781415	+	1	NM_029990:Lhfpl3			
mm9	chr5	22754197	22754400		0	chr5-22754197	2	502288	502288	yes	mm9	chr5	22252010	22781415	+	1	NM_001081231:Lhfpl3			
mm9	chr5	23068202	23068395		0	chr5-23068202	1	54091	54091	yes	mm9	chr5	23009173	23122389	-	1	NM_009274:Srpk2			
mm9	chr5	23900016	23900226		0	chr5-23900016	1	148	148	yes	mm9	chr5	23899973	23915765	+	1	NM_029020:Abcb8			
mm9	chr5	25015958	25016157		0	chr5-25015958	1	5827	-5827	no	mm9	chr5	25021884	25023845	+	1	NM_198621:Cct8l1			
mm9	chr5	28369547	28369736		0	chr5-28369547	1	28310	-28310	no	mm9	chr5	28397951	28405202	+	1	NM_153526:Insig1			
mm9	chr5	28742664	28742875		0	chr5-28742664	1	50754	-50754	no	mm9	chr5	28793523	29045749	+	1	NR_015562:9530036O11Rik			
mm9	chr5	28742664	28742875		0	chr5-28742664	2	50872	50872	no	mm9	chr5	28783379	28793641	-	1	NM_009170:Shh			
mm9	chr5	28742664	28742875		0	chr5-28742664	3	99041	99041	yes	mm9	chr5	28643728	28745782	+	1	NM_028234:Rbm33			
mm9	chr5	29125003	29125196		0	chr5-29125003														
mm9	chr5	29538625	29538821		0	chr5-29538625	1	14178	14178	yes	mm9	chr5	29524545	29551831	+	1	NM_021470:Rnf32			
mm9	chr5	29616465	29616672		0	chr5-29616465	1	88362	88362	yes	mm9	chr5	29556341	29704930	-	1	NM_020295:Lmbr1			
mm9	chr5	29616465	29616672		0	chr5-29616465	2	92023	92023	no	mm9	chr5	29524545	29551831	+	1	NM_021470:Rnf32			
mm9	chr5	30613649	30613852		0	chr5-30613649	1	5837	5837	yes	mm9	chr5	30607913	30668993	+	1	NM_001033460:Ccdc164			
mm9	chr5	31350609	31350782		0	chr5-31350609	1	240	240	yes	mm9	chr5	31338408	31350935	-	1	NM_001177621:Slc5a6			
mm9	chr5	31350609	31350782		0	chr5-31350609	2	243	-243	no	mm9	chr5	31338408	31350452	-	1	NM_177870:Slc5a6			
mm9	chr5	31350609	31350782		0	chr5-31350609	3	317	-317	no	mm9	chr5	31351012	31356996	+	1	NM_027855:0610007C21Rik			
mm9	chr5	31350609	31350782		0	chr5-31350609	4	602	602	yes	mm9	chr5	31338408	31351297	-	1	NM_001177622:Slc5a6			
mm9	chr5	31503657	31503834		0	chr5-31503657	1	670	670	yes	mm9	chr5	31501353	31504415	-	1	NM_001177901:Zfp513			
mm9	chr5	31503657	31503834		0	chr5-31503657	2	931	931	yes	mm9	chr5	31501353	31504676	-	1	NM_175311:Zfp513			
mm9	chr5	31758085	31758282		0	chr5-31758085	1	3375	3375	yes	mm9	chr5	31754808	31784126	+	1	NM_172993:Zfp512			
mm9	chr5	31949766	31949918		0	chr5-31949766	1	33519	33519	no	mm9	chr5	31916323	31925017	+	1	NM_025796:Mrpl33			
mm9	chr5	31949766	31949918		0	chr5-31949766	2	50141	50141	yes	mm9	chr5	31926811	31999983	-	1	NM_153196:Rbks			
mm9	chr5	32270329	32270580		0	chr5-32270329	1	270032	270032	yes	mm9	chr5	32000422	32387112	+	1	NM_181279:Bre			
mm9	chr5	32270329	32270580		0	chr5-32270329	2	270032	270032	yes	mm9	chr5	32000422	32387112	+	1	NM_181280:Bre			
mm9	chr5	32270329	32270580		0	chr5-32270329	3	270032	270032	yes	mm9	chr5	32000422	32387112	+	1	NM_181282:Bre			
mm9	chr5	32270329	32270580		0	chr5-32270329	4	270032	270032	yes	mm9	chr5	32000422	32387112	+	1	NM_181281:Bre			
mm9	chr5	32270329	32270580		0	chr5-32270329	5	270032	270032	yes	mm9	chr5	32000422	32387112	+	1	NM_144541:Bre			
mm9	chr5	32703398	32703604		0	chr5-32703398	1	47549	47549	no	mm9	chr5	32655952	32666729	+	1	NM_172147:Plb1			
mm9	chr5	32703398	32703604		0	chr5-32703398	2	57841	-57841	no	mm9	chr5	32761342	32796085	+	1	NM_172707:Ppp1cb			
mm9	chr5	32743789	32743970		0	chr5-32743789	1	17463	-17463	no	mm9	chr5	32761342	32796085	+	1	NM_172707:Ppp1cb			
mm9	chr5	32779047	32779251		0	chr5-32779047	1	17807	17807	yes	mm9	chr5	32761342	32796085	+	1	NM_172707:Ppp1cb			
mm9	chr5	33250222	33250552		0	chr5-33250222	1	44018	44018	yes	mm9	chr5	33206369	33298949	+	1	NM_177786:Depdc5			
mm9	chr5	33250222	33250552		0	chr5-33250222	2	44018	44018	yes	mm9	chr5	33206369	33336882	+	1	NM_001170567:Depdc5			
mm9	chr5	33250222	33250552		0	chr5-33250222	3	44018	44018	yes	mm9	chr5	33206369	33336882	+	1	NM_001025426:Depdc5			
mm9	chr5	33250222	33250552		0	chr5-33250222	4	53508	-53508	no	mm9	chr5	33131855	33196879	-	1	NM_194340:C330019G07Rik			
mm9	chr5	35353397	35353602		0	chr5-35353397	1	10198	-10198	no	mm9	chr5	35363697	35363764	+	1	NR_037280:Mir3097			
mm9	chr5	35353397	35353602		0	chr5-35353397	2	11773	11773	yes	mm9	chr5	35341726	35376242	+	1	NM_001163512:Rgs12			
mm9	chr5	35353397	35353602		0	chr5-35353397	3	61403	61403	yes	mm9	chr5	35292096	35376242	+	1	NM_173402:Rgs12			
mm9	chr5	35894608	35894827		0	chr5-35894608	1	23002	23002	no	mm9	chr5	35898857	35917719	-	1	NM_030208:2310079F23Rik			
mm9	chr5	35894608	35894827		0	chr5-35894608	2	26442	-26442	no	mm9	chr5	35844866	35868275	-	1	NM_153107:Cpz			
mm9	chr5	35894608	35894827		0	chr5-35894608	3	30991	-30991	no	mm9	chr5	35925708	35956450	+	1	NM_030721:Acox3			
mm9	chr5	36733035	36733238		0	chr5-36733035	1	7652	7652	yes	mm9	chr5	36359829	36740788	-	1	NM_030889:Sorcs2			
mm9	chr5	37442043	37442242		0	chr5-37442043	1	47	47	yes	mm9	chr5	37442095	37516537	+	1	NM_178394:Jakmip1			
mm9	chr5	38508351	38508625		0	chr5-38508351	1	42218	42218	no	mm9	chr5	38528431	38550706	-	1	NM_010942:Nsg1			
mm9	chr5	38508351	38508625		0	chr5-38508351	2	78015	78015	yes	mm9	chr5	38430473	38528057	+	1	NM_026959:Stx18			
mm9	chr5	39543304	39543476		0	chr5-39543304														
mm9	chr5	40220169	40220360		0	chr5-40220169														
mm9	chr5	43914104	43914373		0	chr5-43914104	1	7431	7431	yes	mm9	chr5	43906807	44007825	+	1	NM_001135172:C1qtnf7			
mm9	chr5	44201950	44202117		0	chr5-44201950	1	8098	-8098	no	mm9	chr5	44210131	44234707	+	1	NM_009763:Bst1			
mm9	chr5	44232882	44233125		0	chr5-44232882	1	22872	22872	yes	mm9	chr5	44210131	44234707	+	1	NM_009763:Bst1			
mm9	chr5	44232882	44233125		0	chr5-44232882	2	27062	-27062	no	mm9	chr5	44260065	44303613	+	1	NM_007646:Cd38			
mm9	chr5	44255255	44255424		0	chr5-44255255	1	4726	-4726	no	mm9	chr5	44260065	44303613	+	1	NM_007646:Cd38			
mm9	chr5	44442397	44442591		0	chr5-44442397	1	43513	43513	yes	mm9	chr5	44384860	44486007	-	1	NM_001163585:Prom1			
mm9	chr5	44442397	44442591		0	chr5-44442397	2	43513	43513	yes	mm9	chr5	44384860	44486007	-	1	NM_001163584:Prom1			
mm9	chr5	44442397	44442591		0	chr5-44442397	3	43513	43513	yes	mm9	chr5	44392681	44486007	-	1	NM_001163583:Prom1			
mm9	chr5	44442397	44442591		0	chr5-44442397	4	43513	43513	yes	mm9	chr5	44392681	44486007	-	1	NM_001163582:Prom1			
mm9	chr5	44442397	44442591		0	chr5-44442397	5	43513	43513	yes	mm9	chr5	44392681	44486007	-	1	NM_001163581:Prom1			
mm9	chr5	44442397	44442591		0	chr5-44442397	6	43513	43513	yes	mm9	chr5	44392681	44486007	-	1	NM_001163578:Prom1			
mm9	chr5	44442397	44442591		0	chr5-44442397	7	50481	50481	yes	mm9	chr5	44384860	44492975	-	1	NM_001163577:Prom1			
mm9	chr5	44442397	44442591		0	chr5-44442397	8	50481	50481	yes	mm9	chr5	44384860	44492975	-	1	NM_008935:Prom1			
mm9	chr5	44509408	44509562		0	chr5-44509408	1	16510	-16510	no	mm9	chr5	44384860	44492975	-	1	NM_001163577:Prom1			
mm9	chr5	44509408	44509562		0	chr5-44509408	2	16510	-16510	no	mm9	chr5	44384860	44492975	-	1	NM_008935:Prom1			
mm9	chr5	44509408	44509562		0	chr5-44509408	3	23478	-23478	no	mm9	chr5	44384860	44486007	-	1	NM_001163585:Prom1			
mm9	chr5	44509408	44509562		0	chr5-44509408	4	23478	-23478	no	mm9	chr5	44384860	44486007	-	1	NM_001163584:Prom1			
mm9	chr5	44509408	44509562		0	chr5-44509408	5	23478	-23478	no	mm9	chr5	44392681	44486007	-	1	NM_001163583:Prom1			
mm9	chr5	44509408	44509562		0	chr5-44509408	6	23478	-23478	no	mm9	chr5	44392681	44486007	-	1	NM_001163582:Prom1			
mm9	chr5	44509408	44509562		0	chr5-44509408	7	23478	-23478	no	mm9	chr5	44392681	44486007	-	1	NM_001163581:Prom1			
mm9	chr5	44509408	44509562		0	chr5-44509408	8	23478	-23478	no	mm9	chr5	44392681	44486007	-	1	NM_001163578:Prom1			
mm9	chr5	45883169	45883402		0	chr5-45883169	1	1327	-1327	no	mm9	chr5	45884612	45903930	+	1	NM_024434:Lap3			
mm9	chr5	46837043	46837354		0	chr5-46837043														
mm9	chr5	50382116	50382306		0	chr5-50382116	1	68024	68024	yes	mm9	chr5	50351189	50450235	-	1	NM_133911:Gpr125			
mm9	chr5	50451003	50451206		0	chr5-50451003	1	869	-869	no	mm9	chr5	50351189	50450235	-	1	NM_133911:Gpr125			
mm9	chr5	52191019	52191215		0	chr5-52191019														
mm9	chr5	52529531	52529703		0	chr5-52529531	1	52141	52141	no	mm9	chr5	52541447	52581758	-	1	NM_007839:Dhx15			
mm9	chr5	52529531	52529703		0	chr5-52529531	2	52141	52141	no	mm9	chr5	52544562	52581758	-	1	NM_001042620:Dhx15			
mm9	chr5	52529531	52529703		0	chr5-52529531	3	52302	-52302	no	mm9	chr5	52581919	52589223	+	1	NR_015537:9230114K14Rik			
mm9	chr5	52529531	52529703		0	chr5-52529531	4	78055	78055	no	mm9	chr5	52591222	52607672	-	1	NR_040717:C130083M11Rik			
mm9	chr5	53117001	53117186		0	chr5-53117001	1	15719	-15719	no	mm9	chr5	53132812	53160579	+	1	NM_025951:Pi4k2b			
mm9	chr5	53117001	53117186		0	chr5-53117001	2	15719	-15719	no	mm9	chr5	53132812	53160579	+	1	NM_028744:Pi4k2b			
mm9	chr5	53134563	53134734		0	chr5-53134563	1	1836	1836	yes	mm9	chr5	53132812	53160579	+	1	NM_025951:Pi4k2b			
mm9	chr5	53134563	53134734		0	chr5-53134563	2	1836	1836	yes	mm9	chr5	53132812	53160579	+	1	NM_028744:Pi4k2b			
mm9	chr5	53557014	53557175		0	chr5-53557014	1	47597	47597	yes	mm9	chr5	53498321	53604691	-	1	NM_172710:Sel1l3			
mm9	chr5	53828930	53829141		0	chr5-53828930														
mm9	chr5	54201130	54201313		0	chr5-54201130	1	356	356	yes	mm9	chr5	54200865	54295619	+	1	NM_144517:Tbc1d19			
mm9	chr5	54352506	54352730		0	chr5-54352506	1	37143	-37143	no	mm9	chr5	54389761	54512296	+	1	NM_001081103:Stim2			
mm9	chr5	54353486	54353690		0	chr5-54353486	1	36173	-36173	no	mm9	chr5	54389761	54512296	+	1	NM_001081103:Stim2			
mm9	chr5	63137121	63137362		0	chr5-63137121	1	20175	20175	yes	mm9	chr5	62993684	63157416	-	1	NM_178407:Arap2			
mm9	chr5	64215303	64215489		0	chr5-64215303	1	11663	11663	yes	mm9	chr5	64203733	64290858	+	1	NM_029554:0610040J01Rik			
mm9	chr5	64220996	64221148		0	chr5-64220996	1	17339	17339	yes	mm9	chr5	64203733	64290858	+	1	NM_029554:0610040J01Rik			
mm9	chr5	64266129	64266358		0	chr5-64266129	1	62510	62510	yes	mm9	chr5	64203733	64290858	+	1	NM_029554:0610040J01Rik			
mm9	chr5	64456942	64457160		0	chr5-64456942	1	20840	20840	no	mm9	chr5	64436211	64441465	+	1	NR_045384:5830416I19Rik			
mm9	chr5	64456942	64457160		0	chr5-64456942	2	27137	-27137	no	mm9	chr5	64484188	64519397	+	1	NM_025700:Pgm1			
mm9	chr5	64704991	64705225		0	chr5-64704991	1	153659	153659	yes	mm9	chr5	64551449	64742725	+	1	NM_019636:Tbc1d1			
mm9	chr5	64736560	64736744		0	chr5-64736560	1	185203	185203	yes	mm9	chr5	64551449	64742725	+	1	NM_019636:Tbc1d1			
mm9	chr5	64795122	64795346		0	chr5-64795122	1	63947	63947	no	mm9	chr5	64846051	64859181	-	1	NR_040681:1700027F09Rik			
mm9	chr5	64795122	64795346		0	chr5-64795122	2	73012	-73012	no	mm9	chr5	64868246	64870985	+	1	NR_045411:C030018K13Rik			
mm9	chr5	64795122	64795346		0	chr5-64795122	3	73012	-73012	no	mm9	chr5	64868246	64873704	+	1	NR_045412:C030018K13Rik			
mm9	chr5	64795122	64795346		0	chr5-64795122	4	73012	-73012	no	mm9	chr5	64868246	64875205	+	1	NR_045413:C030018K13Rik			
mm9	chr5	64911514	64911693		0	chr5-64911514	1	43357	43357	no	mm9	chr5	64868246	64870985	+	1	NR_045411:C030018K13Rik			
mm9	chr5	64911514	64911693		0	chr5-64911514	2	43357	43357	no	mm9	chr5	64868246	64873704	+	1	NR_045412:C030018K13Rik			
mm9	chr5	64911514	64911693		0	chr5-64911514	3	43357	43357	no	mm9	chr5	64868246	64875205	+	1	NR_045413:C030018K13Rik			
mm9	chr5	64911514	64911693		0	chr5-64911514	4	52422	-52422	no	mm9	chr5	64846051	64859181	-	1	NR_040681:1700027F09Rik			
mm9	chr5	64970923	64971118		0	chr5-64970923	1	30918	30918	no	mm9	chr5	64985101	65001938	-	1	NR_045078:Gm3716			
mm9	chr5	65039749	65039905		0	chr5-65039749	1	37889	-37889	no	mm9	chr5	64985101	65001938	-	1	NR_045078:Gm3716			
mm9	chr5	65101670	65101859		0	chr5-65101670	1	92997	-92997	no	mm9	chr5	65194761	65221368	+	1	NM_008453:Klf3			
mm9	chr5	65101670	65101859		0	chr5-65101670	2	99826	-99826	no	mm9	chr5	64985101	65001938	-	1	NR_045078:Gm3716			
mm9	chr5	65197241	65197452		0	chr5-65197241	1	2585	2585	yes	mm9	chr5	65194761	65221368	+	1	NM_008453:Klf3			
mm9	chr5	65203322	65203494		0	chr5-65203322	1	8647	8647	yes	mm9	chr5	65194761	65221368	+	1	NM_008453:Klf3			
mm9	chr5	65210755	65210921		0	chr5-65210755	1	16077	16077	yes	mm9	chr5	65194761	65221368	+	1	NM_008453:Klf3			
mm9	chr5	65256063	65256244		0	chr5-65256063	1	61392	61392	no	mm9	chr5	65194761	65221368	+	1	NM_008453:Klf3			
mm9	chr5	65256063	65256244		0	chr5-65256063	2	67785	67785	no	mm9	chr5	65316072	65323938	-	1	NM_030682:Tlr1			
mm9	chr5	65548741	65548931		0	chr5-65548741	1	26367	26367	yes	mm9	chr5	65522469	65559381	+	1	NM_175174:Klhl5			
mm9	chr5	65745433	65745590		0	chr5-65745433	1	5862	5862	yes	mm9	chr5	65739649	65775242	+	1	NM_031180:Klb			
mm9	chr5	65812107	65812296		0	chr5-65812107	1	14880	14880	yes	mm9	chr5	65804460	65827081	-	1	NM_009466:Ugdh			
mm9	chr5	65892725	65892906		0	chr5-65892725	1	8741	-8741	no	mm9	chr5	65839993	65884074	-	1	NM_133697:1110003E01Rik			
mm9	chr5	65905979	65906154		0	chr5-65905979	1	21992	-21992	no	mm9	chr5	65839993	65884074	-	1	NM_133697:1110003E01Rik			
mm9	chr5	65905979	65906154		0	chr5-65905979	2	22433	-22433	no	mm9	chr5	65928499	65990228	+	1	NM_016786:Ube2k			
mm9	chr5	66102890	66103100		0	chr5-66102890	1	13900	-13900	no	mm9	chr5	66006498	66089095	-	1	NM_001081321:Pds5a			
mm9	chr5	66395489	66395716		0	chr5-66395489	1	78	-78	yes	mm9	chr5	66379166	66395524	-	1	NR_027961:9130230L23Rik			
mm9	chr5	66435243	66435566		0	chr5-66435243	1	39880	-39880	no	mm9	chr5	66379166	66395524	-	1	NR_027961:9130230L23Rik			
mm9	chr5	66435243	66435566		0	chr5-66435243	2	54013	54013	yes	mm9	chr5	66407795	66489417	-	1	NM_139065:Rbm47			
mm9	chr5	66435243	66435566		0	chr5-66435243	3	106803	106803	yes	mm9	chr5	66407795	66542207	-	1	NM_178446:Rbm47			
mm9	chr5	66435243	66435566		0	chr5-66435243	4	107759	107759	yes	mm9	chr5	66407795	66543163	-	1	NM_001127382:Rbm47			
mm9	chr5	66472245	66472417		0	chr5-66472245	1	17086	17086	yes	mm9	chr5	66407795	66489417	-	1	NM_139065:Rbm47			
mm9	chr5	66472245	66472417		0	chr5-66472245	2	69876	69876	yes	mm9	chr5	66407795	66542207	-	1	NM_178446:Rbm47			
mm9	chr5	66472245	66472417		0	chr5-66472245	3	70832	70832	yes	mm9	chr5	66407795	66543163	-	1	NM_001127382:Rbm47			
mm9	chr5	66489533	66489740		0	chr5-66489533	1	219	-219	no	mm9	chr5	66407795	66489417	-	1	NM_139065:Rbm47			
mm9	chr5	66489533	66489740		0	chr5-66489533	2	52571	52571	yes	mm9	chr5	66407795	66542207	-	1	NM_178446:Rbm47			
mm9	chr5	66489533	66489740		0	chr5-66489533	3	53527	53527	yes	mm9	chr5	66407795	66543163	-	1	NM_001127382:Rbm47			
mm9	chr5	66503554	66503761		0	chr5-66503554	1	14240	-14240	no	mm9	chr5	66407795	66489417	-	1	NM_139065:Rbm47			
mm9	chr5	66503554	66503761		0	chr5-66503554	2	38550	38550	yes	mm9	chr5	66407795	66542207	-	1	NM_178446:Rbm47			
mm9	chr5	66503554	66503761		0	chr5-66503554	3	39506	39506	yes	mm9	chr5	66407795	66543163	-	1	NM_001127382:Rbm47			
mm9	chr5	68287295	68287467		0	chr5-68287295	1	46939	46939	no	mm9	chr5	68324850	68334320	-	1	NR_038182:4930425K10Rik			
mm9	chr5	68287295	68287467		0	chr5-68287295	2	48711	-48711	no	mm9	chr5	68009379	68238670	-	1	NM_009727:Atp8a1			
mm9	chr5	68287295	68287467		0	chr5-68287295	3	48711	-48711	no	mm9	chr5	68009379	68238670	-	1	NM_001038999:Atp8a1			
mm9	chr5	68322984	68323178		0	chr5-68322984	1	11239	11239	no	mm9	chr5	68324850	68334320	-	1	NR_038182:4930425K10Rik			
mm9	chr5	68381751	68381914		0	chr5-68381751	1	41241	-41241	no	mm9	chr5	68423073	68557637	+	1	NM_001018019:Grxcr1			
mm9	chr5	68381751	68381914		0	chr5-68381751	2	47512	-47512	no	mm9	chr5	68324850	68334320	-	1	NR_038182:4930425K10Rik			
mm9	chr5	73040222	73040494		0	chr5-73040222	1	1324	1324	yes	mm9	chr5	73039034	73062317	+	1	NM_001081205:Nipal1			
mm9	chr5	73044699	73044931		0	chr5-73044699	1	5781	5781	yes	mm9	chr5	73039034	73062317	+	1	NM_001081205:Nipal1			
mm9	chr5	73047684	73047926		0	chr5-73047684	1	8771	8771	yes	mm9	chr5	73039034	73062317	+	1	NM_001081205:Nipal1			
mm9	chr5	73152605	73152860		0	chr5-73152605	1	8720	-8720	no	mm9	chr5	73087216	73144012	-	1	NM_001122754:Txk			
mm9	chr5	73152605	73152860		0	chr5-73152605	2	106955	106955	yes	mm9	chr5	73146961	73259687	-	1	NM_001113460:Tec			
mm9	chr5	73152605	73152860		0	chr5-73152605	3	106955	106955	yes	mm9	chr5	73146961	73259687	-	1	NM_001113464:Tec			
mm9	chr5	73152605	73152860		0	chr5-73152605	4	106955	106955	yes	mm9	chr5	73146961	73259687	-	1	NM_001113461:Tec			
mm9	chr5	73282848	73283110		0	chr5-73282848	1	22576	-22576	no	mm9	chr5	73305555	73370067	+	1	NM_001113423:Slain2			
mm9	chr5	73282848	73283110		0	chr5-73282848	2	22576	-22576	no	mm9	chr5	73305555	73370067	+	1	NM_153567:Slain2			
mm9	chr5	73282848	73283110		0	chr5-73282848	3	23292	-23292	no	mm9	chr5	73146961	73259687	-	1	NM_001113460:Tec			
mm9	chr5	73282848	73283110		0	chr5-73282848	4	23292	-23292	no	mm9	chr5	73146961	73259687	-	1	NM_001113464:Tec			
mm9	chr5	73282848	73283110		0	chr5-73282848	5	23292	-23292	no	mm9	chr5	73146961	73259687	-	1	NM_001113461:Tec			
mm9	chr5	73494913	73495156		0	chr5-73494913	1	96892	96892	no	mm9	chr5	73398142	73404194	+	1	NM_173403:Slc10a4			
mm9	chr5	73494913	73495156		0	chr5-73494913	2	152823	152823	yes	mm9	chr5	73411429	73647857	-	1	NM_028194:Fryl			
mm9	chr5	73529765	73529953		0	chr5-73529765	1	117998	117998	yes	mm9	chr5	73411429	73647857	-	1	NM_028194:Fryl			
mm9	chr5	73584884	73585137		0	chr5-73584884	1	62847	62847	yes	mm9	chr5	73411429	73647857	-	1	NM_028194:Fryl			
mm9	chr5	73584884	73585137		0	chr5-73584884	2	90413	90413	no	mm9	chr5	73659818	73675423	-	1	NR_040687:1700025M24Rik			
mm9	chr5	73584884	73585137		0	chr5-73584884	3	90413	90413	no	mm9	chr5	73659818	73675423	-	1	NR_040688:1700025M24Rik			
mm9	chr5	73584884	73585137		0	chr5-73584884	4	90413	90413	no	mm9	chr5	73659818	73675423	-	1	NR_040689:1700025M24Rik			
mm9	chr5	73957456	73957670		0	chr5-73957456	1	66097	66097	no	mm9	chr5	73997880	74023660	-	1	NM_153568:Lrrc66			
mm9	chr5	73957456	73957670		0	chr5-73957456	2	75299	75299	no	mm9	chr5	73882264	73952033	+	1	NM_178896:Dcun1d4			
mm9	chr5	73957456	73957670		0	chr5-73957456	3	75299	75299	no	mm9	chr5	73882264	73952033	+	1	NM_001190733:Dcun1d4			
mm9	chr5	73957456	73957670		0	chr5-73957456	4	81407	81407	no	mm9	chr5	74023987	74038970	-	1	NM_011890:Sgcb			
mm9	chr5	73957456	73957670		0	chr5-73957456	5	85055	-85055	no	mm9	chr5	74042618	74070723	+	1	NM_178387:Spata18			
mm9	chr5	73957456	73957670		0	chr5-73957456	6	85270	85270	no	mm9	chr5	73872293	73952033	+	1	NM_001190734:Dcun1d4			
mm9	chr5	74020610	74020819		0	chr5-74020610	1	2946	2946	yes	mm9	chr5	73997880	74023660	-	1	NM_153568:Lrrc66			
mm9	chr5	74518352	74518516		0	chr5-74518352	1	28880	28880	no	mm9	chr5	74489554	74489675	+	1	NR_031758:Snora26			
mm9	chr5	74518352	74518516		0	chr5-74518352	2	29327	29327	no	mm9	chr5	74489107	74490361	+	1	NR_015531:2700023E23Rik			
mm9	chr5	74533010	74533203		0	chr5-74533010	1	43552	43552	no	mm9	chr5	74489554	74489675	+	1	NR_031758:Snora26			
mm9	chr5	74533010	74533203		0	chr5-74533010	2	43999	43999	no	mm9	chr5	74489107	74490361	+	1	NR_015531:2700023E23Rik			
mm9	chr5	74533010	74533203		0	chr5-74533010	3	58244	-58244	no	mm9	chr5	74591350	74595502	+	1	NM_026878:Rasl11b			
